Locus	Gene	Product	Group1_replicate 1	Group1_replicate 2	Group1_replicate 3	Group2_replicate 1	Group2_replicate 2	Group2_replicate 3	Group3_replicate 1	Group3_replicate 2	Group3_replicate 3	Input_ replicate 1	Input_replicate 2
SL1344_4071	argC	N-acetyl-gamma-glutamyl-phosphate reductase	25	2	0	1	2	0	2	2	9	1670	1559
SL1344_4072	argB	acetylglutamate kinase	16	0	0	0	1	2	5	7	16	497	581
SL1344_4073	argH	argininosuccinate lyase	21	0	4	2	4	6	2	4	32	448	439
SL1344_4074	oxyR	hydrogen peroxide-inducible regulon activator	18	4	2	22	2	6	4	14	26	1042	2108
SL1344_4075	udhA	possible pyridine nucleotide-disulphide oxidoreductase	17	4	2	8	8	14	6	8	42	9738	20131
SL1344_4076	yijC	possible TetR-family trancriptional regulatory protein	13	4	2	2	2	4	1	6	13	731	919
SL1344_4077	yijD	putative membrane protein	5	5	0	2	2	4	0	0	6	470	899
SL1344_4078	trmA	tRNA (uracil-5)-methyltransferase	6	4	0	11	0	3	8	4	14	1996	1914
SL1344_4079	btuB	vitamin B12 receptor protein	15	4	2	4	2	0	6	2	22	1020	1427
SL1344_4080	murI	glutamate racemase	10	0	0	2	0	2	5	4	6	566	1074
SL1344_4081	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	20	4	0	0	6	4	2	12	15	1146	1884
SL1344_4082	birA	bifunctional protein: biotin operon repressor and biotin-[acetyl-CoA carboxylase] synthetase	8	4	0	4	2	0	0	6	6	255	603
SL1344_4083	coaA	pantothenate kinase	16	2	0	2	4	2	3	5	8	880	933
SL1344_4084	SL4084	conserved hypothetical protein	0	0	0	1	0	0	1	0	2	61	19
SL1344_4085	tuf2	elongation factor Tu	24	20	74	215	116	176	0	207	462	7663	16316
SL1344_4086	secE	preprotein translocase SecE subunit	3	4	0	6	2	6	6	29	25	1331	2039
SL1344_4087	nusG	transcription antitermination protein	13	1	4	6	0	6	2	23	25	597	1015
SL1344_4088	rplK	50S ribosomal subunit protein L11	11	14	7	44	17	42	8	41	125	3712	5215
SL1344_4089	rplA	50S ribosomal subunit protein L1	6	15	16	53	50	51	49	120	202	1815	4194
SL1344_4090	rplJ	50S ribosomal subunit protein L10	10	18	13	52	34	38	11	126	250	3451	6252
SL1344_4091	rplL	50S ribosomal subunit protein L7/L12	9	10	11	53	34	39	0	231	392	3015	4011
SL1344_4092	rpoB	DNA-directed RNA polymerase, beta-subunit	60	30	39	120	51	121	12	137	314	4533	6845
SL1344_4093	rpoC	DNA-directed RNA polymerase, beta'-subunit	52	30	34	107	71	107	10	187	345	2836	2837
SL1344_4094	SL4094	putative inner membrane protein	2	0	0	2	0	8	0	0	4	136	66
SL1344_4095	SL4095	conserved hypothetical protein	2	0	0	0	0	2	0	0	2	107	34
SL1344_4096	SL4096	conserved hypothetical protein	10	9	0	6	4	8	2	14	28	993	879
SL1344_4097	SL4097	conserved hypothetical protein	3	0	0	1	0	0	0	2	3	100	83
SL1344_4098	thiH	thiamine biosynthesis protein	22	2	2	6	0	4	8	6	10	87	163
SL1344_4099	thiG	thiamine biosynthesis protein	34	4	0	2	0	2	2	7	4	15	62
SL1344_4100	thiS	thiamine biosynthesis protein	6	2	0	2	0	2	0	2	0	5	35
SL1344_4101	thiF	thiamine biosynthesis protein	22	7	0	1	3	3	0	0	2	19	52
SL1344_4102	thiE	thiamine-phosphate pyrophosphorylase	23	4	0	2	5	0	2	0	0	13	53
SL1344_4103	thiC	thiamine biosynthesis protein	46	8	2	4	2	2	12	2	15	220	388
SL1344_4104	rsD	putative regulatory protein	0	8	0	0	0	4	0	2	3	796	837
SL1344_4105	yjaD	conserved hypothetical protein	12	4	2	2	2	6	6	4	12	319	455
SL1344_4106	hemE	uroporphyrinogen decarboxylase	10	2	2	7	0	6	6	10	21	743	1097
SL1344_4107	nfi	putative endonuclease	14	4	2	2	0	2	1	12	16	98	269
SL1344_4108	yjaG	conserved hypothetical protein	12	0	0	8	2	2	2	12	11	982	1230
SL1344_4109	hupA	histone like DNA-binding protein HU-alpha (NS2) (HU-2)	12	16	14	54	29	51	0	61	123	11501	15322
SL1344_4110	yjaH	conserved hypothetical protein	8	6	0	7	0	14	2	0	12	599	6424
SL1344_4111	SL4111	possible exported protein	11	0	0	2	4	0	1	2	1	299	8621
SL1344_4112	hydH	two-component system sensor protein	38	11	0	6	5	0	6	6	18	915	1981
SL1344_4113	hydG	transcriptional regulatory protein	19	12	2	5	7	2	2	4	9	205	546
SL1344_4114	purD	phosphoribosylglycineamide synthetase	33	7	2	17	2	2	4	10	22	104	306
SL1344_4115	purH	phosphoribosylaminoimidazolecarboxamide formyltransferase and IMP cyclohydrolase (bifunctional enzyme)	41	8	1	4	10	6	0	14	15	546	1457
SL1344_4116	yjaB	putative acetyltransferase	1	0	0	2	0	6	0	2	9	852	805
SL1344_4117	metA	homoserine O-succinyltransferase	9	6	0	0	0	4	6	2	8	721	914
SL1344_4118	aceB	malate synthase A	12	6	0	7	5	12	7	10	62	1964	3889
SL1344_4119	aceA	isocitrate lyase	28	8	6	2	5	12	16	13	45	196	375
SL1344_4120	aceK	isocitrate dehydrogenase kinase/phosphatase	7	4	0	2	2	0	14	12	25	357	455
SL1344_4121	SL4121	conserved hypothetical protein	11	0	0	0	0	0	9	0	10	104	329
SL1344_4122	iclR	acetate operon repressor	22	2	0	2	2	0	4	2	13	927	1836
SL1344_4123	metH	B12-dependent homocysteine-N5-methyltetrahydrofolate transmethylase	78	6	6	15	8	2	10	23	52	508	605
SL1344_4124	yjbB	putative membrane protein	37	4	0	2	4	2	8	2	26	448	530
SL1344_4125	pepE	peptidase E (pseudogene)	14	6	2	2	4	1	4	0	12	660	826
SL1344_4126	SL4126	hypothetical protein	2	4	0	2	0	0	0	0	0	84	63
SL1344_4127	SL4127	conserved hypothetical protein	3	5	2	5	2	2	2	4	9	3141	2659
SL1344_4128	yjbC	putative pseudouridine synthase	19	9	0	1	8	0	2	0	16	951	1668
SL1344_4129	SL4129	conserved hypothetical protein	6	0	0	1	2	2	2	0	6	351	532
SL1344_4130	SL4130	hypothetical protein	12	2	0	0	0	4	4	4	4	820	858
SL1344_4131	SL4131	hypothetical protein	5	4	0	0	0	4	33	4	4	275	246
SL1344_4132	SL4132	hypothetical protein	4	0	0	0	0	0	0	0	2	153	58
SL1344_4133	SL4133	hypothetical protein	7	5	0	0	0	0	38	2	2	119	109
SL1344_4134	SL4134	predicted bacteriophage protein	7	3	0	0	0	0	1	2	2	236	200
SL1344_4135	SL4135	predicted bacteriophage protein	47	9	4	0	4	2	14	3	7	240	216
SL1344_4136	SL4136	putative bacteriophage protein	5	6	0	0	0	0	6	0	5	160	92
SL1344_4137	SL4137	putative bacteriophage protein	27	3	0	0	2	0	3	0	8	94	81
SL1344_4138	SL4138	putative bacteriophage protein	8	2	0	0	0	0	0	0	4	6	20
SL1344_4139	SL4139	hypothetical membrane protein	11	9	0	2	2	0	2	0	8	1853	1762
SL1344_4140	gtrB	putative phage glycosyl transferase	5	2	1	2	0	0	4	2	6	1135	1251
SL1344_4141	gtrA	putative phage glycosyl transferase	3	2	2	2	0	0	0	0	0	202	103
SL1344_4142	SL4142	bacteriophage tail protein	24	2	0	0	0	1	0	0	0	65	71
SL1344_4143	SL4143	predicted bacteriophage protein	22	2	0	0	0	0	6	0	4	177	182
SL1344_4144	SL4144	bacteriophage tail protein	9	0	0	0	0	0	0	0	4	18	47
SL1344_4145	SL4145	predicted bacteriophage protein	17	6	0	2	0	0	0	0	4	69	87
SL1344_4146	SL4146	bacteriophage tail protein	68	13	0	0	4	2	12	0	14	74	83
SL1344_4147	SL4147	hypothetical protein	15	2	0	0	3	0	0	0	4	33	78
SL1344_4148	SL4148	bacteriophage tail protein	0	2	0	0	1	0	0	0	2	83	112
SL1344_4149	SL4149	Phage tail sheath protein	20	6	1	0	0	2	2	0	7	207	208
SL1344_4150	SL4150	hypothetical bacteriophage protein	6	0	1	0	0	0	0	0	0	11	8
SL1344_4151	SL4151	hypothetical protein	11	4	1	0	0	0	0	0	1	35	35
SL1344_4152	SL4152	hypothetical bacteriophage protein	2	0	0	0	0	0	2	0	0	18	10
SL1344_4153	SL4153	endolysin	13	6	0	0	0	0	0	0	0	36	39
SL1344_4154	SL4154	hypothetical bacteriophage protein	11	0	0	0	0	0	0	0	0	28	27
SL1344_4155	SL4155	putative regulatory protein	4	1	0	0	1	2	3	0	4	182	188
SL1344_4156	lysC	lysine-sensitive aspartokinase III	40	4	0	5	2	4	4	6	13	841	1334
SL1344_4157	pgi	glucose-6-phosphate isomerase	20	6	4	23	6	18	6	20	47	3176	5544
SL1344_4158	SL4158	putative exported protein	7	1	0	0	0	0	2	0	0	34	40
SL1344_4159	SL4159	putative lipoprotein	17	2	0	0	4	0	0	0	2	44	89
SL1344_4160	SL4160	putative exported protein	16	3	0	0	3	0	4	0	0	23	30
SL1344_4161	SL4161	putative lipoprotein	42	4	2	0	1	4	12	0	10	517	533
SL1344_4162	SL4162	putative membrane protein	2	0	2	6	2	2	2	2	7	203	191
SL1344_4163	malG	maltose transport inner membrane protein	14	0	2	3	0	2	6	6	17	469	547
SL1344_4164	malF	maltose transport inner membrane protein	21	8	0	2	0	2	3	8	14	270	382
SL1344_4166	malE	periplasmic maltose-binding protein	14	6	2	6	4	0	5	11	36	233	335
SL1344_4167	malK	maltose/maltodextrin transport ATP-binding protein	34	1	0	0	0	2	8	3	13	36	34
SL1344_4168	lamB	maltoporin precursor	14	5	4	8	2	2	8	16	34	269	197
SL1344_4169	malM	maltose operon periplasmic protein	26	5	0	2	2	0	0	7	21	334	303
SL1344_4170	ubiC	chorismate lyase	10	2	0	7	1	1	4	2	3	7478	4985
SL1344_4171	ubiA	4-hydroxybenzoate octaprenyl transferase	27	3	0	4	3	1	4	1	8	1212	1445
SL1344_4172	plsB	glycerol-3-phosphate acyltransferase	44	16	2	10	10	15	10	12	37	4620	6590
SL1344_4173	dgkA	diacylglycerol kinase	5	4	2	4	0	3	2	6	2	1884	1604
SL1344_4174	lexA	LexA repressor	4	6	4	4	5	13	4	20	28	1945	2746
SL1344_4175	dinF	putative DNA-damage-inducible membrane protein	28	10	2	2	4	0	5	4	14	867	1155
SL1344_4176	SL4176	conserved hypothetical protein	0	0	0	8	4	5	1	9	14	3558	2497
SL1344_4177	zur	zinc uptake regulation protein	6	4	0	2	4	4	0	2	15	2404	1904
SL1344_4178	SL4178	putative exported protein	15	0	4	4	6	6	4	0	8	406	450
SL1344_4179	yjbN	conserved hypothetical protein	14	2	0	6	3	6	0	8	18	385	463
SL1344_4180	yjbO	putative membrane protein	0	5	1	0	0	0	2	0	0	516	673
SL1344_4181	qor	quinone oxidoreductase	30	8	0	6	0	2	1	4	16	838	880
SL1344_4182	dnaB	replicative DNA helicase	34	5	0	2	2	8	10	10	13	645	1060
SL1344_4183	alr	alanine racemase	40	1	0	0	4	0	6	6	8	166	369
SL1344_4184	tyrB	aromatic-amino-acid aminotransferase	20	6	0	3	6	2	2	2	19	854	811
SL1344_4185	aphA	class B acid phosphatase precursor	11	0	6	2	1	8	0	4	27	1879	1672
SL1344_4186	SL4186	conserved hypothetical protein	8	0	1	9	2	1	2	6	21	2587	3582
SL1344_4187	SL4187	conserved hypothetical protein	7	6	2	8	0	6	0	6	16	1363	1657
SL1344_4188	SL4188	hypothetical protein	6	1	0	0	0	0	0	2	0	266	352
SL1344_4189	SL4189	putative lipoprotein	4	1	0	0	0	2	2	2	5	171	128
SL1344_4190	uvrA	excision nuclease subunit A	71	10	4	9	2	10	10	12	20	1170	2232
SL1344_4191	SL4191	conserved hypothetical protein	4	0	0	0	0	0	2	2	0	200	240
SL1344_4192	ssb	single-strand DNA-binding protein	15	0	2	20	4	2	8	14	36	931	1223
SL1344_4193	siiA	type I secretion-related protein	9	2	0	0	0	0	0	0	1	2401	638
SL1344_4194	siiB	putative integral membrane protein	8	8	0	0	2	2	4	3	2	5395	1452
SL1344_4195	siiC	putative type-I secretion protein	11	2	0	4	4	0	6	2	8	4961	1417
SL1344_4196	siiD	putative type-I secretion protein	14	2	0	0	0	0	3	4	11	5041	1632
SL1344_4197	siiE	large repetitive protein	197	28	10	16	36	22	112	36	146	43213	20920
SL1344_4198	siiF	putative type-1 secretion protein	14	10	0	0	2	2	4	2	16	3218	1273
SL1344_4199	SL4199	putative membrane protein	10	2	0	1	0	1	2	4	3	361	894
SL1344_4200	yjcC	putative exported protein	27	6	0	0	2	2	10	0	5	2285	1139
SL1344_4201	soxS	regulatory protein SoxS	12	5	0	2	0	2	0	2	4	813	567
SL1344_4202	soxR	SoxR protein	13	3	0	0	2	0	0	4	8	245	432
SL1344_4203	SL4203	putative glutathione S transferase	12	3	2	3	1	1	6	6	10	702	964
SL1344_4204	SL4204	putative xanthine/uracil permeases family protein	28	12	0	0	6	2	11	2	23	237	365
SL1344_4205	SL4205	putative sodium/hydrogen exchanger family protein	41	9	4	10	4	2	14	4	16	449	536
SL1344_4206	SL4206	lysR family regulatory protein	19	7	0	10	4	3	0	4	3	735	946
SL1344_4207	SL4207	putative membrane protein	4	1	0	2	1	1	6	2	1	127	92
SL1344_4208	SL4208	putative membrane protein	25	4	0	0	2	2	0	1	4	123	93
SL1344_4209	SL4209	Sodium:solute symporter family protein	19	11	0	6	4	5	6	2	16	231	230
SL1344_4210	SL4210	putative membrane protein	10	3	0	0	4	2	0	0	2	31	20
SL1344_4211	acs	acetyl-coenzyme A synthetase	39	14	14	53	20	42	2	28	67	1738	1706
SL1344_4212	SL4212	hypothetical protein	0	0	0	0	0	2	0	0	0	283	151
SL1344_4213	nrfA	cytochrome c552, subunit of nitrite reductase complex	16	4	0	0	2	0	2	9	25	1913	1424
SL1344_4214	nrfB	penta-heme cytochrome c , subunit of nitrite reductase complex	5	7	0	0	2	0	0	0	18	124	168
SL1344_4215	nrfC	4Fe-4S subunit, subunit of nitrite reductase complex	10	3	0	0	2	2	2	0	17	114	196
SL1344_4216	nrfD	subunit of nitrite reductase complex	28	14	0	2	5	2	2	5	13	56	117
SL1344_4217	nrfE	formate-dependent nitrite reductase, assembly protein	52	10	0	0	1	0	8	10	28	165	165
SL1344_4218	nrfG	activator of nitrite reductase complex	11	2	0	0	0	0	0	0	2	168	154
SL1344_4219	gltP	proton glutamate symport protein	15	6	0	0	6	6	10	18	15	882	1099
SL1344_4220	yjcO	putative exported protein	17	4	2	1	2	0	0	2	10	418	381
SL1344_4221	SC4B5.11c	putative formate dehydrogenase H	38	5	0	8	6	4	0	2	21	361	377
SL1344_4223	SL4223	putative membrane-bound beta-hydroxylase	14	8	10	18	9	6	1	7	34	930	1443
SL1344_4224	phnO	putative acetyltransferase	6	7	4	10	9	18	0	11	22	681	461
SL1344_4225	phnB	conserved hypothetical protein	10	1	0	4	0	0	1	6	7	950	1043
SL1344_4226	phnA	conserved hypothetical protein	8	4	0	2	2	2	0	2	7	878	869
SL1344_4227	proP	putative amino acid permease	11	3	2	14	8	2	0	21	30	2270	2308
SL1344_4228	basS	two-component sensor kinase	15	6	2	16	8	9	8	19	32	387	695
SL1344_4229	basR	two-component response regulator	17	4	4	12	0	8	1	2	44	856	1002
SL1344_4230	SL4230	putative membrane protein	16	6	4	11	2	4	3	12	28	2516	2316
SL1344_4231	SL4231	putative amino acid permease	19	12	0	0	6	4	1	4	9	921	928
SL1344_4232	adiY	putative AraC family regulatory protein	7	6	4	3	0	0	2	0	11	3825	5100
SL1344_4233	adi	arginine decarboxylase	26	12	0	4	2	0	8	4	13	594	733
SL1344_4234	melR	melibiose operon regulatory protein	5	3	4	6	6	2	0	6	11	4933	4551
SL1344_4235	melA	alpha-galactosidase	24	1	0	0	4	0	1	0	2	159	185
SL1344_4236	melB	melibiose carrier protein	23	5	2	2	2	2	5	0	19	346	310
SL1344_4237	fumB	fumarate hydratase class I	30	4	2	0	0	3	2	5	15	1083	992
SL1344_4238	dcuB	anaerobic C4-dicarboxylate transporter	40	13	0	0	4	4	6	0	9	354	362
SL1344_4239	SL4239	hypothetical protein	1	0	0	0	2	2	3	4	5	182	144
SL1344_4240	dcuR	two-component response regulator	18	6	0	0	4	1	4	0	0	502	650
SL1344_4241	dcuS	two-component sensor kinase	32	0	2	2	2	6	6	6	11	671	759
SL1344_4242	dmsA	anaerobic dimethyl sulfoxide reductase chain	48	6	4	2	8	6	8	12	26	4087	4159
SL1344_4243	dmsB	anaerobic dimethyl sulfoxide reductase chain A	7	2	0	0	0	0	4	2	7	290	403
SL1344_4244	dmsC	putative dimethyl sulfoxide reductase subunit C	48	0	0	0	6	2	2	1	4	340	353
SL1344_4245	SL4245	conserved hypothetical protein	14	0	0	0	1	0	5	0	4	541	559
SL1344_4246	SL4246	putative exported protein	28	7	0	0	4	2	36	4	6	264	238
SL1344_4247	SL4247	putative membrane protein	12	8	0	2	0	0	4	2	7	645	524
SL1344_4248	SL4248	predicted bacteriophage protein	4	1	4	2	0	2	1	2	1	264	329
SL1344_4249	SL4249	conserved hypothetical protein	0	1	0	0	0	2	4	2	0	324	477
SL1344_4250	SL4250	putative GerE family regulatory protein	2	0	0	0	0	0	0	0	5	1428	2132
SL1344_4251	SL4251	araC family regulatory protein	4	6	0	0	2	0	2	0	10	31477	18533
SL1344_4252	SL4252	conserved hypothetical protein	4	1	0	7	0	0	2	0	0	528	311
SL1344_4253	SL4253	conserved hypothetical protein	2	3	0	3	7	2	0	0	9	887	1211
SL1344_4254	SL4254	Putative acetyltransferase	16	2	4	18	7	17	0	6	13	383	696
SL1344_4255	phoN	nonspecific acid phosphatase precursor	52	61	119	475	171	338	2	361	860	1553	1783
SL1344_4256	SL4256	putative exported protein	2	1	0	9	3	4	0	1	7	41	35
SL1344_4257	SL4257	conserved hypothetical protein	5	2	0	0	0	0	1	0	2	59	74
SL1344_4258	SL4258	putative regulatory protein	7	4	2	2	0	0	2	0	0	866	624
SL1344_4259	yjdC	putative transcriptional regulator	6	0	2	2	3	10	0	6	22	1165	1750
SL1344_4260	dsbD	thiol:disulfide interchange protein DsbD	22	8	0	6	2	13	6	4	13	694	1168
SL1344_4261	cutA	periplasmic divalent cation tolerance protein CutA	14	0	0	5	2	2	1	0	5	431	479
SL1344_4262	dcuA	anaerobic C4-dicarboxylate transporter	16	10	4	6	0	2	4	4	35	6844	7110
SL1344_4263	aspA	aspartate ammonia-lyase	14	16	10	61	19	57	10	96	207	33282	41184
SL1344_4264	SL4264	FxsA protein	12	0	2	10	2	1	14	10	19	1081	1133
SL1344_4265	yjeH	putative permease	22	8	0	14	8	14	8	10	26	1451	1200
SL1344_4266	groES	GroES protein	14	30	48	117	71	95	0	98	136	3289	4757
SL1344_4267	groEL	GroEL protein	75	57	139	439	301	411	6	436	620	8594	14581
SL1344_4268	yjeI	putative membrane protein	5	0	0	6	4	8	0	11	25	1895	2272
SL1344_4269	yjeJ	hypothetical protein	14	2	0	1	2	0	0	2	12	807	543
SL1344_4270	yjeK	conserved hypothetical protein	15	5	4	1	0	0	2	4	15	1603	2313
SL1344_4271	efp	elongation factor P	15	4	5	12	0	4	38	10	29	3217	4030
SL1344_4272	SL4272	putative entericidin A precursor	5	0	2	1	0	0	0	2	2	263	363
SL1344_4273	ecnB	entericidin B precursor	0	3	6	2	0	8	0	2	11	772	651
SL1344_4274	ecnR	transcriptional regulatory protein	9	6	3	4	2	0	2	4	8	1783	1510
SL1344_4275	sugE	SugE protein	8	2	0	2	1	2	0	0	8	879	859
SL1344_4276	blc	putative lipoprotein	2	0	2	0	7	2	0	5	3	1139	1158
SL1344_4277	frdD	fumarate reductase complex subunit D; membrane anchor polypeptide	2	7	0	8	0	3	0	3	16	755	778
SL1344_4278	frdC	fumarate reductase complex subunit C; membrane anchor polypeptide	0	4	2	6	1	6	0	8	9	721	957
SL1344_4279	frdB	fumarate reductase, iron-sulfur protein	2	0	3	4	4	4	4	9	39	1186	1901
SL1344_4280	frdA	fumarate reductase, flavoprotein subunit	30	10	2	17	8	20	10	35	88	5075	8183
SL1344_4281	yjeA	lysyl-tRNA synthetase	6	0	0	2	0	2	8	4	7	501	631
SL1344_4282	yjeM	putative amino acid permease	24	1	0	2	2	2	4	0	2	151	171
SL1344_4283	SL4283	exported protein	0	1	0	0	0	4	0	0	3	304	320
SL1344_4284	yjeP	putative membrane protein	64	25	4	6	8	6	4	14	21	1146	1331
SL1344_4285	psd	phosphatidylserine decarboxylase proenzyme	5	3	2	4	4	8	0	8	20	1472	2424
SL1344_4286	yjeQ	putative membrane protein	12	6	0	4	11	10	8	11	6	1539	1759
SL1344_4287	orn	oligoribonuclease	12	2	0	2	4	5	0	8	6	396	482
SL1344_4288	SL4288	putative arginine-binding periplasmic protein	14	1	0	0	0	2	2	6	18	1608	971
SL1344_4289	yjeS	putative 4Fe-4S binding protein	7	3	0	6	4	1	6	10	6	1991	2369
SL1344_4290	yjeF	conserved hypothetical protein	40	6	2	9	8	4	14	11	21	840	889
SL1344_4291	yjeE	conserved hypothetical protein	19	0	2	2	4	0	0	4	6	521	495
SL1344_4292	amiB	N-acetylmuramoyl-L-alanine amidase	44	2	1	8	8	7	10	8	16	296	489
SL1344_4293	mutL	DNA mismatch repair protein	47	4	2	10	10	7	2	14	27	696	1020
SL1344_4294	miaA	tRNA delta-2-isopentenylpyrophosphate (IPP) transferase	11	7	5	15	12	12	8	11	26	1875	2210
SL1344_4295	hfQ	host factor-I protein(HF-I)	0	7	7	19	17	16	0	6	36	3892	4290
SL1344_4296	hflX	HflX protein, putative GTP-binding protein	13	12	4	12	6	23	10	24	50	1062	1588
SL1344_4297	hflK	HflK protein	25	5	12	51	25	27	3	72	87	1224	2054
SL1344_4298	hflC	HflC protein	17	12	12	24	12	24	2	30	68	363	495
SL1344_4299	purA	adenylosuccinate synthetase	23	14	8	39	12	38	6	70	157	9966	12902
SL1344_4300	yjeB	conserved hypothetical protein	6	0	0	8	0	3	2	0	5	1589	1542
SL1344_4301	rnr	ribonuclease R (RNase R)	47	6	10	26	4	32	11	30	73	2649	3374
SL1344_4302	yjfH	probable tRNA/rRNA methyltransferase	22	0	2	3	1	2	4	3	23	266	306
SL1344_4303	yjfI	conserved hypothetical protein	2	0	0	0	0	0	0	1	2	40	25
SL1344_4304	SL4304	conserved hypothetical protein (pseudogene)	12	2	0	0	0	0	0	0	2	16	36
SL1344_4305	SL4305	putative inner-membrane protein	2	4	0	0	0	0	4	2	4	210	155
SL1344_4306	yjfK	conserved hypothetical protein	2	2	0	0	0	0	2	0	4	133	124
SL1344_4307	yjfL	putative membrane protein	2	2	0	0	2	0	0	0	2	109	74
SL1344_4308	yjfM	conserved hypothetical protein	7	2	0	0	0	4	2	0	2	110	145
SL1344_4309	yjfC	conserved hypothetical protein	35	2	0	0	0	0	4	0	4	111	91
SL1344_4310	aidB	probable acyl Co-A dehydrogenase	47	8	2	14	6	10	14	6	26	2225	1881
SL1344_4311	yjfN	hypothetical protein	6	4	1	2	4	5	3	12	31	2089	1522
SL1344_4312	yjfO	putative exported protein	1	4	2	4	3	3	0	3	12	929	759
SL1344_4313	yjfP	conserved hypothetical protein	24	0	2	2	0	4	2	4	7	842	993
SL1344_4314	yjfQ	probable transcriptional regulator	11	6	0	2	0	0	6	2	9	742	816
SL1344_4315	ulaG	conserved hypothetical protein	12	0	0	0	2	1	14	2	6	255	278
SL1344_4316	sgaT	putative transport protein SgaT	18	4	0	0	4	0	6	4	9	344	180
SL1344_4317	sgaB	putative PTS system IIB protein	7	0	0	0	0	0	4	0	1	102	55
SL1344_4318	sgaA	probable sugar phosphotransferase	4	2	0	0	0	0	0	0	2	33	35
SL1344_4319	sgaH	putative hexulose-6-phosphate synthase	8	0	2	0	0	2	2	0	5	52	39
SL1344_4320	sgaU	L-ribulose 5-phosphate epimerase	22	10	0	2	0	2	4	4	5	52	65
SL1344_4321	sgaE	probable class II aldolase	17	7	0	2	0	2	0	0	6	58	86
SL1344_4322	yjfY	conserved hypothetical protein	5	3	0	0	2	0	0	0	0	134	123
SL1344_4323	SL4323	conserved hypothetical protein	3	0	0	0	0	0	1	0	2	432	402
SL1344_4324	rpsF	30s ribosomal protein S6	7	4	11	22	11	28	24	29	106	3855	3980
SL1344_4325	priB	primosomal replication protein N	5	2	2	20	6	15	14	22	47	1924	3280
SL1344_4326	rpsR	30s ribosomal subunit protein S18	5	1	2	18	8	19	0	6	44	1025	2065
SL1344_4327	rplI	50s ribosomal subunit protein L9	9	4	6	19	11	20	0	31	34	655	1339
SL1344_4328	SL4328	putative membrane protein	22	3	3	2	0	2	2	0	13	1334	908
SL1344_4329	ytfB	conserved hypothetical protein	5	2	0	12	6	8	2	6	25	2114	2060
SL1344_4330	fklB	probable FkbP-type peptidyl-prolyl cis-trans isomerase	19	0	2	2	0	3	6	4	16	625	785
SL1344_4331	cycA	D-serine/D-alanine/glycine transporter	18	8	0	12	2	8	0	14	30	1148	1231
SL1344_4332	ytfE	conserved hypothetical protein	10	2	2	6	0	0	3	10	26	162	116
SL1344_4333	ytfF	putative membrane protein	16	2	0	2	0	6	3	2	9	228	310
SL1344_4334	ytfG	conserved hypothetical protein	23	2	0	0	2	0	0	0	8	52	45
SL1344_4335	ytfH	conserved hypothetical protein	2	1	0	2	1	0	2	2	5	195	166
SL1344_4336	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase	28	12	2	0	6	10	12	7	22	3554	3744
SL1344_4337	cysQ	cysQ protein	14	4	2	4	1	6	5	8	21	2076	2691
SL1344_4338	ytfJ	putative exported protein	8	1	0	11	2	6	0	6	38	1047	1182
SL1344_4339	SL4339	conserved hypothetical protein	0	2	4	5	6	9	0	7	25	1241	968
SL1344_4340	ytfL	putative membrane protein	13	6	2	9	14	7	4	11	20	2244	2791
SL1344_4341	msrA	peptide methionine sulfoxide reductase	4	2	12	19	15	23	0	23	65	1588	2490
SL1344_4342	ytfM	putative exported protein	22	11	10	16	6	10	2	8	26	1115	1734
SL1344_4343	ytfN	putative exported protein	77	14	10	32	18	25	12	28	61	1513	1507
SL1344_4344	ytfP	conserved hypothetical protein	2	0	0	6	0	6	0	4	15	913	976
SL1344_4345	SL4345	putative sugar transporter	20	2	0	2	2	2	5	6	16	928	867
SL1344_4346	SL4346	hypothetical protein	3	0	0	0	0	0	7	0	6	295	203
SL1344_4347	ppa	inorganic pyrophosphatase	19	4	0	8	6	10	1	6	30	1875	2964
SL1344_4348	fbp	fructose-1,6-bisphosphatase	13	9	0	10	8	10	2	12	33	5873	12701
SL1344_4349	mpl	murein peptide ligase	44	10	0	8	2	10	6	10	25	1074	1694
SL1344_4350	iolR	putative transcriptional regulator	13	4	4	13	2	13	8	10	19	2987	3344
SL1344_4351	iolT1	putative sugar transport protein	23	10	0	0	0	0	0	2	4	1298	1960
SL1344_4352	SL4352	putative sugar transport protein	16	11	0	2	2	4	6	12	3	1303	851
SL1344_4353	iolB	putative isomerase	7	4	0	2	0	2	0	2	4	193	221
SL1344_4354	mmsA	methylmalonate-semialdehyde dehydrogenase	41	4	0	0	0	0	6	0	3	248	289
SL1344_4354A	SL4354A	conserved hypothetical protein	0	0	0	0	0	0	2	0	2	175	104
SL1344_4355	SL4355	putative DNA-binding protein	8	1	0	0	1	0	2	0	1	322	284
SL1344_4356	iolE	inosose dehydratase	7	6	0	0	2	0	2	0	4	76	33
