Protein Accession No	Gene	Protein Description	Protein Mr	uninfected mouse 	Group 1	Group 2	Group 3	Group 1/Group2	Group 1/Group 3	Group 2/Group 3
SL1344_4286	yjeQ 	SL1344_4286 hypothetical membrane protein 4614219:4615295 reverse MW:39842	39817	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.0443941194	-7.0443941194
SL1344_4287	orn 	SL1344_4287 oligoribonuclease 4615378:4615923 forward MW:20632	20619	0.00000%	0.00000%	0.00000%	0.00132%	0	0	0
SL1344_4288	0	SL1344_4288 hypothetical arginine-binding periplasmic protein 4615985:4616725 reverse MW:27408	27391	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4290	yjeF 	SL1344_4290 conserved hypothetical protein 4618948:4620495 forward MW:54279	54245	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.3923174228	-5.3923174228
SL1344_4291	yjeE 	SL1344_4291 conserved hypothetical protein 4620467:4620928 forward MW:16895	16884	0.00000%	0.00000%	0.00000%	0.00042%	-8.3619437737	0	8.3619437737
SL1344_4293	mutL 	SL1344_4293 DNA mismatch repair protein 4622274:4624130 forward MW:67732	67689	0.00000%	0.00000%	0.00329%	0.00000%	0	0	0
SL1344_4294	miaA 	SL1344_4294 tRNA delta-2-isopentenylpyrophosphate (IPP) transferase 4624123:4625073 forward MW:35170	35148	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4295	hfq 	SL1344_4295 host factor-I protein(HF-I) 4625156:4625464 forward MW:11133	11127	0.00000%	0.00000%	0.00000%	0.00000%	0	-8.0112272554	-8.0112272554
SL1344_4296	hflX 	SL1344_4296 HflX protein, hypothetical GTP-binding protein 4625536:4626816 forward MW:48262	48232	0.00000%	0.00000%	0.00000%	0.00258%	0	-7.8328900142	-7.8328900142
SL1344_4297	hflK 	SL1344_4297 HflK protein 4627031:4628290 forward MW:45630	45602	0.00000%	0.00000%	0.00000%	0.00228%	-7.5122915425	-4.1880268078	3.3242647347
SL1344_4298	hflC 	SL1344_4298 HflC protein 4628293:4629297 forward MW:37545	37522	0.00000%	0.00044%	0.08033%	0.00802%	-6.6844392394	-5.3750394313	1.3093998081
SL1344_4299	purA 	SL1344_4299 adenylosuccinate synthetase 4629676:4630974 forward MW:47377	47347	0.00000%	0.00034%	0.03497%	0.01411%	-5.4065593454	-6.1640688813	-0.757509536
SL1344_4300	nsrR 	SL1344_4300 nitric oxide sensitive transcriptional repressor 4631181:4631606 forward MW:15608	15598	0.00000%	0.00024%	0.01018%	0.01721%	0	0	0
SL1344_4301	rnr 	SL1344_4301 ribonuclease R (RNase R) 4631644:4634082 forward MW:92050	91991	0.00000%	0.00000%	0.00000%	0.00000%	-9.3663222142	-9.4594316186	-0.0931094044
SL1344_4302	yjfH 	SL1344_4302 probable tRNA/rRNA methyltransferase 4634173:4634904 forward MW:26663	26646	0.00000%	0.00000%	0.00660%	0.00704%	0	0	0
SL1344_4303	yjfI 	SL1344_4303 conserved hypothetical protein 4635036:4635440 forward MW:14973	14964	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4310	aidB 	SL1344_4310 probable acyl Co-A dehydrogenase 4640194:4641816 forward MW:60276	60237	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4312	yjfO 	SL1344_4312 hypothetical exported protein 4642267:4642569 reverse MW:10970	10964	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4313	yjfP 	SL1344_4313 conserved hypothetical protein 4642780:4643529 forward MW:27493	27475	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4314	yjfQ 	SL1344_4314 probable transcriptional regulator 4643526:4644281 reverse MW:27487	27469	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4315	yjfR 	SL1344_4315 conserved hypothetical protein 4644386:4645450 reverse MW:40072	40047	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.8765169466	-7.8765169466
SL1344_4317	sgaB 	SL1344_4317 hypothetical PTS system IIB protein 4647226:4647531 forward MW:10881	10875	0.00000%	0.00000%	0.00000%	0.00235%	0	-5.3923174228	-5.3923174228
SL1344_4318	ptxA 	SL1344_4318 probable sugar phosphotransferase 4647541:4648005 forward MW:17106	17096	0.00000%	0.00000%	0.00000%	0.00042%	0	0	0
SL1344_4319	sgaH 	SL1344_4319 hypothetical hexulose-6-phosphate synthase 4648019:4648669 forward MW:23706	23691	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4324	rpsF 	SL1344_4324 30s ribosomal protein S6 4651094:4651489 forward MW:15173	15163	0.00000%	0.00000%	0.00000%	0.00000%	3	-8.98477446	-11.98477446
SL1344_4325	priB 	SL1344_4325 primosomal replication protein N 4651496:4651810 forward MW:11414	11407	0.00000%	0.00008%	0.00000%	0.04053%	0	0	0
SL1344_4326	rpsR 	SL1344_4326 30s ribosomal subunit protein S18 4651815:4652042 forward MW:8986	8981	0.00000%	0.00000%	0.00000%	0.00000%	3	-6.8548683833	-9.8548683833
SL1344_4327	rplI 	SL1344_4327 50s ribosomal subunit protein L9 4652084:4652533 forward MW:15784	15774	0.00000%	0.00008%	0.00000%	0.00926%	-4.5391854195	-3.2602477851	1.2789376344
SL1344_4329	ytfB 	SL1344_4329 conserved hypothetical protein 4653657:4654292 reverse MW:23156	23142	0.00000%	0.00583%	0.13555%	0.05586%	0	0	0
SL1344_4330	fklB 	SL1344_4330 probable FkbP-type peptidyl-prolyl cis-trans isomerase 4654470:4655132 forward MW:23737	23722	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.2854022189	-5.2854022189
SL1344_4331	cycA 	SL1344_4331 D-serine/D-alanine/glycine transporter 4655428:4656837 forward MW:51342	51307	0.00000%	0.00000%	0.00000%	0.00039%	0	-6.4093909361	-6.4093909361
SL1344_4335	ytfH 	SL1344_4335 conserved hypothetical protein 4659696:4660082 forward MW:14387	14379	0.00000%	0.00000%	0.00000%	0.00085%	0	0	0
SL1344_4336	cpdB 	SL1344_4336 2~,3~-cyclic-nucleotide 2~-phosphodiesterase 4660140:4662083 reverse MW:70517	70473	0.00000%	0.00000%	0.00000%	0.00000%	0	-11.0566377151	-11.0566377151
SL1344_4337	cysQ 	SL1344_4337 cysQ protein 4662351:4663091 forward MW:27490	27473	0.00000%	0.00000%	0.00000%	0.02130%	0	-5.3923174228	-5.3923174228
SL1344_4338	ytfJ 	SL1344_4338 hypothetical exported protein 4663081:4663638 reverse MW:20577	20564	0.00000%	0.00000%	0.00000%	0.00042%	0	0	0
SL1344_4340	ytfL 	SL1344_4340 hypothetical membrane protein 4664256:4665599 reverse MW:49768	49736	0.00000%	0.00000%	0.00000%	0.00000%	-8.2573878427	-6.9886846868	1.2687031559
SL1344_4341	msrA 	SL1344_4341 peptide methionine sulfoxide reductase 4665782:4666420 reverse MW:23397	23382	0.00000%	0.00000%	0.00306%	0.00127%	-6.4387918526	3	9.4387918526
SL1344_4342	ytfM 	SL1344_4342 hypothetical exported protein 4666633:4668366 forward MW:64765	64725	0.00000%	0.00008%	0.00694%	0.00000%	0	-6.3750394313	-6.3750394313
SL1344_4343	ytfN 	SL1344_4343 hypothetical exported protein 4668363:4672142 forward MW:136224	136138	0.00000%	0.00000%	0.00000%	0.00083%	-8.1241213118	-8.022367813	0.1017534988
SL1344_4344	ytfP 	SL1344_4344 conserved hypothetical protein 4672145:4672489 forward MW:13007	12999	0.00000%	0.00000%	0.00279%	0.00260%	0	-5.3575520046	-5.3575520046
SL1344_4347	ppa 	SL1344_4347 inorganic pyrophosphatase 4675322:4675852 reverse MW:19676	19664	0.00000%	0.00000%	0.00000%	0.00041%	3	3	0
SL1344_4348	fbp 	SL1344_4348 fructose-1,6-bisphosphatase 4676079:4677077 reverse MW:36799	36776	0.00000%	0.00008%	0.00000%	0.00000%	-8.4051414631	-8.7681843248	-0.3630428616
SL1344_4349	mpl 	SL1344_4349 murein peptide ligase 4677252:4678631 forward MW:50048	50016	0.00000%	0.00000%	0.00339%	0.00436%	0	-6.3750394313	-6.3750394313
SL1344_4350	iolR 	SL1344_4350 transcriptional regulator, repressor of myo-inositol metabolism 4679122:4679955 forward MW:30761	30742	0.00000%	0.00000%	0.00000%	0.00083%	0	-7.5545888517	-7.5545888517
SL1344_4354	iolA 	SL1344_4354 Myo-inositol metabolism 4684521:4686026 reverse MW:53688	53653	0.00000%	0.00000%	0.00000%	0.00188%	0	0	0
SL1344_4367	yjgA 	SL1344_4367 conserved hypothetical protein 4701762:4702313 reverse MW:21392	21379	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4368	pmbA 	SL1344_4368 hypothetical PmbA protein 4702409:4703761 forward MW:48409	48378	0.00000%	0.00000%	0.00000%	0.00000%	-9.3309168781	-8.4051414631	0.925775415
SL1344_4369	cybC 	SL1344_4369 soluble cytochrome b562 4703860:4704246 forward MW:13912	13903	0.00000%	0.00000%	0.00644%	0.00339%	4.0874628413	-3.1979393776	-7.2854022189
SL1344_4371	0	SL1344_4371 hypothetical protein 4704873:4705235 forward MW:12469	12461	0.00000%	0.00017%	0.00000%	0.00156%	0	0	0
SL1344_4377	0	SL1344_4377 conserved hypothetical protein 4709283:4710023 forward MW:26087	26070	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4381	nrdG 	SL1344_4381 anaerobic ribonucleoside-triphosphate reductase activating protein 4712551:4713015 reverse MW:17434	17423	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4382	nrdD 	SL1344_4382 anaerobic ribonucleoside-triphosphate reductase 4713136:4715274 reverse MW:79959	79908	0.00000%	0.00000%	0.00000%	0.00000%	0	-6.3575520046	-6.3575520046
SL1344_4384	treC 	SL1344_4384 trehalose-6-phosphate hydrolase 4715683:4717335 reverse MW:63635	63594	0.00000%	0.00000%	0.00000%	0.00082%	0	0	0
SL1344_4386	treR 	SL1344_4386 trehalose operon repressor 4718940:4719887 reverse MW:34753	34731	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4387	mgtA 	SL1344_4387 Mg(2+) transport ATPase, P-type 4720271:4722979 forward MW:99784	99719	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4389	yjgF 	SL1344_4389 conserved hypothetical protein 4723616:4724002 reverse MW:13575	13567	0.00000%	0.00000%	0.00000%	0.00000%	-5.3793783671	-6.2502984179	-0.8709200508
SL1344_4390	pyrI 	SL1344_4390 aspartate carbamoyltransferase regulatory subunit 4724079:4724540 reverse MW:17086	17076	0.00000%	0.00008%	0.00333%	0.00609%	0	0	0
SL1344_4391	pyrB 	SL1344_4391 aspartate carbamoyltransferase catalytic subunit 4724553:4725488 reverse MW:34384	34363	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4393	0	SL1344_4393 hypothetical transcriptional regulator 4725715:4726203 reverse MW:18221	18210	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4394	0	SL1344_4394 hypothetical membrane protein 4726390:4727793 reverse MW:49891	49858	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4395	0	SL1344_4395 ornithine carbamoyltransferase 4727849:4728853 reverse MW:36816	36792	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.3923174228	-5.3923174228
SL1344_4396	0	SL1344_4396 carbamate kinase 4728965:4729897 reverse MW:33350	33329	0.00000%	0.00000%	0.00000%	0.00042%	0	-5.2479275134	-5.2479275134
SL1344_4397	0	SL1344_4397 arginine deiminase 4729908:4731128 reverse MW:45562	45533	0.00000%	0.00000%	0.00000%	0.00038%	0	-8.6865005272	-8.6865005272
SL1344_4398	yjgK 	SL1344_4398 conserved hypothetical protein 4731804:4732256 forward MW:16710	16699	0.00000%	0.00000%	0.00000%	0.00412%	0	0	0
SL1344_4399	argI 	SL1344_4399 ornithine carbamoyltransferase 4732330:4733334 reverse MW:36741	36717	0.00000%	0.00000%	0.00000%	0.00000%	0	-8.5117526538	-8.5117526538
SL1344_4400	yjgD 	SL1344_4400 conserved hypothetical protein 4733500:4733916 forward MW:15696	15687	0.00000%	0.00000%	0.00000%	0.00365%	0	0	0
SL1344_4401	miaE 	SL1344_4401 tRNA hydroxylase 4733928:4734740 forward MW:31140	31120	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4403	yjgM 	SL1344_4403 hypothetical acetyltransferase 4735569:4736072 reverse MW:18329	18317	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4405	valS 	SL1344_4405 valyl-tRNA synthetase 4737596:4740451 reverse MW:108176	108107	0.00000%	0.00000%	0.00000%	0.00000%	-7.8352609186	-7.3923174228	0.4429434958
SL1344_4406	holC 	SL1344_4406 DNA polymerase III, chi subunit 4740451:4740894 reverse MW:16561	16552	0.00000%	0.00016%	0.03654%	0.02688%	0	0	0
SL1344_4407	pepA 	SL1344_4407 cytosol aminopeptidase 4741031:4742542 reverse MW:54948	54913	0.00000%	0.00000%	0.00000%	0.00000%	0	-8.3923174228	-8.3923174228
SL1344_4409	yjgP 	SL1344_4409 hypothetical inner membrane protein 4742958:4744037 forward MW:39551	39525	0.00000%	0.00000%	0.00000%	0.00336%	0	0	0
SL1344_4410	yjgQ 	SL1344_4410 hypothetical inner membrane protein 4744037:4745119 forward MW:39673	39647	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.3219280949	-5.3219280949
SL1344_4413	idnO 	SL1344_4413 gluconate 5-dehydrogenase (ec 1.1.1.69) (5-keto-d-gluconate 5- reductase) 4747757:4748521 reverse MW:27580	27562	0.00000%	0.00000%	0.00000%	0.00040%	0	0	0
SL1344_4416	yjgB 	SL1344_4416 hypothetical alcohol dehydrogenase 4750352:4751371 reverse MW:36370	36346	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4418	0	SL1344_4418 superfamily I DNA helicase 4752546:4756061 forward MW:131777	131694	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4419	0	SL1344_4419 hypothetical restriction endonuclease 4756158:4757147 forward MW:37261	37238	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4420	0	SL1344_4420 hypothetical ATP-dependent Lon protease 4757260:4759344 reverse MW:77464	77413	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4421	0	SL1344_4421 conserved hypothetical protein 4759355:4761817 reverse MW:94775	94715	0.00000%	0.00000%	0.00000%	0.00000%	0	-6.4093909361	-6.4093909361
SL1344_4423	0	SL1344_4423 hypothetical ABC-type sugar/spermidine/putrescine transport systems, atpase component 4762754:4763845 reverse MW:41201	41176	0.00000%	0.00000%	0.00000%	0.00085%	0	0	0
SL1344_4424	0	SL1344_4424 type II restriction enzyme 4763845:4767522 reverse MW:141355	141265	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.1699250014	-5.1699250014
SL1344_4425	0	SL1344_4425 hypothetical ATPase 4767568:4771209 reverse MW:139220	139133	0.00000%	0.00000%	0.00000%	0.00036%	0	-7.9541963104	-7.9541963104
SL1344_4426	0	SL1344_4426 conserved hypothetical protein 4771221:4771823 reverse MW:22970	22956	0.00000%	0.00000%	0.00000%	0.00248%	0	0	0
SL1344_4427	0	SL1344_4427 hypothetical inner membrane protein 4771820:4772422 reverse MW:22683	22669	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4429	yeeN 	SL1344_4429 conserved hypothetical protein 4773248:4773973 reverse MW:26070	26054	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.5924570373	-7.5924570373
SL1344_4430	yjhP 	SL1344_4430 conserved hypothetical protein 4774524:4776155 reverse MW:61158	61119	0.00000%	0.00000%	0.00000%	0.00193%	0	0	0
SL1344_4433	0	SL1344_4433 hypothetical inner membrane protein 4778024:4778761 forward MW:28688	28670	0.00000%	0.00000%	0.00000%	0.00000%	0	-6.3923174228	-6.3923174228
SL1344_4435	0	SL1344_4435 hypothetical exported protein 4780153:4780614 forward MW:16895	16884	0.00000%	0.00000%	0.00000%	0.00084%	0	0	0
SL1344_4437	uxuR 	SL1344_4437 uxu operon transcriptional regulator 4781635:4782408 forward MW:29539	29521	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4441	0	SL1344_4441 probable aspartate racemase 4784909:4785643 forward MW:26352	26336	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4442	yjiE 	SL1344_4442 probable transcriptional activator 4785649:4786557 reverse MW:34532	34511	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4443	iadA 	SL1344_4443 probable isoaspartyl dipeptidase 4786676:4787848 reverse MW:40324	40299	0.00000%	0.00000%	0.00000%	0.00000%	-8.3663222142	-5.3575520046	3.0087702096
SL1344_4444	yjiG 	SL1344_4444 hypothetical membrane protein 4787861:4788322 reverse MW:16118	16108	0.00000%	0.00000%	0.00330%	0.00041%	0	0	0
SL1344_4445	yjiH 	SL1344_4445 hypothetical membrane protein 4788319:4788990 reverse MW:23670	23656	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4447	yjiN 	SL1344_4447 hypothetical membrane protein 4791267:4792538 reverse MW:47670	47641	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4450	0	SL1344_4450 hypothetical aldehyde dehydrogenase 4795041:4796411 forward MW:50038	50007	0.00000%	0.00000%	0.00000%	0.00000%	-5.3793783671	-2.3750394313	3.0043389357
SL1344_4455	hsdS 	SL1344_4455 type I restriction enzyme 4798189:4799598 reverse MW:51910	51877	0.00000%	0.00016%	0.00666%	0.00083%	0	0	0
SL1344_4456	hsdM 	SL1344_4456 type I restriction enzyme 4799595:4801184 reverse MW:59331	59293	0.00000%	0.00000%	0.00000%	0.00000%	-9.3837042925	-7.7747870596	1.6089172329
SL1344_4457	hsdR 	SL1344_4457 type III restriction enzyme 4801342:4804851 reverse MW:133412	133328	0.00000%	0.00000%	0.00668%	0.00219%	0	0	0
SL1344_4458	mrr 	SL1344_4458 Mrr restriction system protein 4805049:4805963 forward MW:33596	33575	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4460	0	SL1344_4460 hypothetical protein 4806506:4806808 forward MW:11374	11367	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4461	yjiA 	SL1344_4461 conserved hypothetical protein 4806883:4807839 reverse MW:35609	35586	0.00000%	0.00000%	0.00000%	0.00000%	0	-6.4262647547	-6.4262647547
SL1344_4463	cstA 	SL1344_4463 probable carbon starvation protein 4808148:4810298 reverse MW:77346	77295	0.00000%	0.00000%	0.00000%	0.00086%	0	-7	-7
SL1344_4464	tsr 	SL1344_4464 methyl-accepting chemotaxis protein 4810665:4812326 forward MW:60170	60133	0.00000%	0.00000%	0.00000%	0.00128%	0	-7.7944158664	-7.7944158664
SL1344_4465	0	SL1344_4465 hypothetical transcriptional regulatory protein 4812650:4815415 forward MW:103963	103897	0.00000%	0.00000%	0.00000%	0.00222%	0	0	0
SL1344_4466	0	SL1344_4466 PTS transport system, IIA component 4815517:4815939 forward MW:15640	15631	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4467	0	SL1344_4467 PTS transport system, IIB component 4815954:4816415 forward MW:16926	16916	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4468	0	SL1344_4468 PTS transport system, IIC component 4816441:4817220 forward MW:26786	26768	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4469	0	SL1344_4469 PTS transport system, IID component 4817210:4818046 forward MW:30939	30918	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4470	0	SL1344_4470 hypothetical sugar isomerase 4818059:4819120 forward MW:39320	39296	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4471	0	SL1344_4471 hypothetical sugar isomerase 4819138:4820148 forward MW:38391	38366	0.00000%	0.00000%	0.00000%	0.00000%	-8.2946207489	-6.3750394313	1.9195813175
SL1344_4472	mdoB 	SL1344_4472 hypothetical phosphoglycerol transferase 4820282:4822474 reverse MW:81396	81344	0.00000%	0.00000%	0.00314%	0.00083%	0	-5.3575520046	-5.3575520046
SL1344_4474	dnaC 	SL1344_4474 probable DNA replication protein 4823375:4824112 reverse MW:27942	27924	0.00000%	0.00000%	0.00000%	0.00041%	0	0	0
SL1344_4475	dnaT 	SL1344_4475 primosomal protein I 4824115:4824654 reverse MW:19506	19494	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4480	0	SL1344_4480 conserved hypothetical protein 4828111:4828569 reverse MW:16272	16262	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4484	rsmC 	SL1344_4484 conserved hypothetical protein 4831721:4832749 reverse MW:37616	37592	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.2479275134	-5.2479275134
SL1344_4485	holD 	SL1344_4485 DNA polymerase III, psi subunit 4832852:4833289 forward MW:16283	16273	0.00000%	0.00000%	0.00000%	0.00038%	0	0	0
SL1344_4486	rimI 	SL1344_4486 ribosomal-protein-alanine acetyltransferase 4833234:4833680 forward MW:16687	16676	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4487	yjjG 	SL1344_4487 conserved hypothetical protein 4833702:4834379 forward MW:25155	25140	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4488	prfC 	SL1344_4488 peptide chain release factor 3 4834471:4836060 forward MW:59563	59525	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.7813597135	-7.7813597135
SL1344_4489	osmY 	SL1344_4489 Putative periplasmic protein 4836462:4837079 forward MW:21449	21436	0.00000%	0.00000%	0.00000%	0.00220%	-7.1143930549	4	11.1143930549
SL1344_4493	yjjI 	SL1344_4493 conserved hypothetical protein 4840204:4841751 reverse MW:57658	57621	0.00000%	0.00016%	0.02217%	0.00000%	0	0	0
SL1344_4494	deoC 	SL1344_4494 deoxyribose-phosphate aldolase 4841993:4842790 forward MW:28368	28351	0.00000%	0.00000%	0.00000%	0.00000%	-4.8275957145	-3.5650078943	1.2625878201
SL1344_4495	deoA 	SL1344_4495 thymidine phosphorylase 4842914:4844236 forward MW:47002	46972	0.00000%	0.00091%	0.02584%	0.01077%	-9.4709130263	-6.7911628886	2.6797501377
SL1344_4496	deoB 	SL1344_4496 phosphopentomutase 4844288:4845511 forward MW:44244	44216	0.00000%	0.00008%	0.05677%	0.00886%	-8.3663222142	-6.3167663898	2.0495558245
SL1344_4497	deoD 	SL1344_4497 purine nucleoside phosphorylase 4845721:4846440 forward MW:25978	25961	0.00000%	0.00007%	0.02310%	0.00558%	-4.6614333266	-0.4720684443	4.1893648823
SL1344_4503	lplA 	SL1344_4503 lipoate-protein ligase A 4851993:4853009 reverse MW:37935	37911	0.00000%	0.00062%	0.01569%	0.00086%	0	0	0
SL1344_4504	smp 	SL1344_4504 hypothetical membrane protein 4853043:4853687 reverse MW:24279	24264	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4505	serB 	SL1344_4505 hypothetical phosphoserine phosphatase 4853804:4854772 forward MW:35007	34984	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4506	radA 	SL1344_4506 hypothetical DNA repair protein 4854856:4856238 forward MW:49426	49395	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.2479275134	-5.2479275134
SL1344_4507	nadR 	SL1344_4507 conserved hypothetical transcriptional regulator 4856362:4857621 forward MW:48220	48189	0.00000%	0.00000%	0.00000%	0.00038%	0	0	0
SL1344_4508	yjjK 	SL1344_4508 conserved hypothetical ABC transporter 4857739:4859406 reverse MW:62310	62271	0.00000%	0.00000%	0.00000%	0.00000%	-7.4457046355	-8.0041268122	-0.5584221767
SL1344_4509	slt 	SL1344_4509 lytic murein transglycosylase 4859579:4861552 forward MW:75085	75037	0.00000%	0.00015%	0.02615%	0.03851%	0	0	0
SL1344_4510	trpR 	SL1344_4510 probable trp operon repressor 4861610:4861936 forward MW:12391	12384	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_4511	yjjX 	SL1344_4511 conserved hypothetical protein 4862038:4862553 reverse MW:18519	18507	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
