Gene	Alias	BRecon Gene function	JCVI Common Name	Primary Common Name	Primary Enzyme Commission #	JCVI 5' End	JCVI 3' End	JCVI  Sequence Length	JCVI  Protein Length	UniProt Accession	GenBank ID	GO Term
STM3905	ilvA		threonine dehydratase, biosynthetic	threonine deaminase	4.2.1.16	4113840	4115384	1545	514	P20506	AAL22755.1	GO:0004794
STM3909	ilvC		ketol-acid reductoisomerase	ketol-acid reductoisomerase	1.1.1.86	4117377	4118852	1476	491	P05989	AAL22759.1	No Data
STM3913	gppA		guanosine-5-triphosphate,3-diphosphate pyrophosphatase	guanosine pentaphosphatase and exopolyphosphatase	3.6.1.40	4123308	4121827	1482	493	P0A267	AAL22763.1	GO:0009267
STM3915	trxA		thioredoxin	thioredoxin 1, redox factor	No Data	4124758	4125165	408	135	P0AA28	AAL22765.1	GO:0006118
STM3918	wecA		undecaprenyl-phosphate N-acetylglucosaminyltransferase	undecaprenyl-phosphate N-acetylglucosaminyltransferase	2.4.1.	4127046	4128176	1131	376	Q9L6R7	AAL22767.1	No Data
STM3919	wzzE		lipopolysaccharide biosynthesis protein wzze	modulator of enterobacterial common antigen (ECA) polysaccharide	No Data	4128188	4129234	1047	348	O33789	AAL22768.1	No Data
STM3920	wecB		UDP-N-acetylglucosamine 2-epimerase	UDP-N-acetyl glucosamine -2-epimerase	5.1.3.14	4129335	4130420	1086	361	Q9L6R5	AAL22769.1	GO:0008761
STM3921	wecC		UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	1.1.1.-	4130417	4131679	1263	420	Q9L6R4	AAL22770.1	GO:0000271
STM3922	rfbB		dTDP-glucose 4,6-dehydratase	dTDP-glucose 4,6-dehydratase	4.2.1.46	4131679	4132746	1068	355	Q9L6R3	AAL22771.1	GO:0008460
STM3923	rmlA		glucose-1-phosphate thymidylyltransferase	glucose-1-phosphate thymidyl transferase	No Data	4132779	4133003	225	74	Q9L6R2	AAL22772.1	No Data
STM3924	wecD		lipopolysaccharide biosynthesis protein	lipopolysaccharide biosynthesis protein	No Data	4132981	4133658	678	225	Q9L6R1	AAL22773.1	No Data
STM3925	wecE		perosamine synthetase, putative	TDP-4-oxo-6-deoxy-D-glucose transaminase	No Data	4133663	4134793	1131	376	Q9L6R0	AAL22774.1	No Data
STM3926	wzxE		O-antigen translocase in LPS biosyntesis	O-antigen translocase in LPS biosyntesis	No Data	4134795	4136045	1251	416	Q9L6Q9	AAL22775.1	No Data
STM3927	wecF		4-alpha-l-fucosyltransferase	putative inner membrane protein	No Data	4136096	4137121	1026	341	Q9L6Q8	AAL22776.1	No Data
STM3928	wecF		putative eca polymerase. {salmonella	TDP-Fuc4NAc:lipidII transferase	2.4.1.	4137118	4138476	1359	452	P37458	AAL22777.1	No Data
STM3929	wecG		glycosyl transferase, WecB/TagA/CpsF family	putative UDP-N-acetyl-D-mannosaminuronic acid transferase	2.4.1.	4138473	4139213	741	246	P37457	AAL22778.1	GO:0000271
STM3936	no		uroporphyrin-III C-methyltransferase, putative	uroporphyrinogen III methylase	2.1.1.107	4144290	4143121	1170	389	Q9L6Q4	AAL22781.1	GO:0004851
STM3937	hemD		uroporphyrinogen-III synthase	uroporphyrinogen III synthase	4.2.1.75	4145052	4144312	741	246	Q9L6Q3	AAL22782.1	GO:0004418
STM3938	hemC		porphobilinogen deaminase	porphobilinogen deaminase (hydroxymethylbilane synthase)	4.3.1.8	4146011	4145049	963	320	P0A1Q8	AAL22783.1	GO:0004418
STM3939	cyaA		adenylate cyclase	adenylate cyclase	4.6.1.1	4146367	4148913	2547	848	P0A1A7	AAL22784.1	No Data
STM3947	dapF		diaminopimelate epimerase	diaminopimelate epimerase	5.1.1.7	4152262	4153086	825	274	P0A1F2	AAL22791.1	GO:0008837
STM3952	corA		magnesium and cobalt transport protein CorA	MIT family, Mg2+/Ni2+/Co2+ transport protein (Mg transport	No Data	4158175	4159125	951	316	P0A2R8	AAL22796.1	GO:0006824
STM3957	pldA		outer membrane phospholidase A	outer membrane phospholipase A	3.1.1.32	4161623	4162492	870	289	P0A231	AAL22801.1	No Data
STM3959	rhtC		threonine efflux protein. {salmonella	RhtB family, threonine efflux protein	No Data	4164469	4165089	621	206	Q9L6N7	AAL22803.1	No Data
STM3960	rhtB		homoserine/homoserine lactone efflux protein. {salmonella	homoserine/homoserine lactone efflux protein	No Data	4165749	4165129	621	206	Q9L6N6	AAL22804.1	No Data
STM3961	pldB		lysophospholipase L2	lysophospholipase L(2)	3.1.1.5	4165764	4166876	1113	370	Q9L6N5	AAL22805.1	GO:0004622
STM3965	met6		5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	2.1.1.14	4169762	4172026	2265	754	Q9L6N1	AAL22809.1	GO:0003871
STM3968	udp		uridine phosphorylase	uridine phosphorylase	2.4.2.3	4174864	4175625	762	253	P0A1F6	AAL22812.1	No Data
STM3970	ubiE		ubiquinone/menaquinone biosynthesis methlytransferase UbiE	S-adenosylmethionine : 2-DMK methyltransferase and 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase	2.1.1.	4177291	4178046	756	251	P0A2K5	AAL22814.1	GO:0006744
STM3972	ubiB		ubiquinone biosynthesis protein AarF, putative	putative regulator in ubiquinone biosynthesis	No Data	4178658	4180298	1641	546	P0A197	AAL22816.1	No Data
STM3978	no		conserved hypothetical protein TIGR00148	putative oxidoreductase	No Data	4183598	4185076	1479	492	Q9L6M0	AAL22822.1	No Data
STM3979	ubiB		NAD(P)H-flavin reductase	FMN reductase	1.6.8.1	4185162	4185863	702	233	Q9L6L9	AAL22823.1	GO:0006118
STM3982	fadA		fatty oxidation complex, beta subunit	3-ketoacyl-CoA thiolase (thiolase I, acetyl-CoA transferase), in	2.3.1.16	4189300	4188137	1164	387	P0A2H7	AAL22826.1	GO:0003988
STM3983	fadB		fatty oxidation complex, alpha subunit	3-hydroxyacyl-coA dehydrogenase (EC 1.1.1.35) of 4-enzyme FadB	2.3.1.16	4191499	4189310	2190	729	Q9L6L5	AAL22827.1	GO:0003857
STM3986	trkH-2		potassium uptake protein TrkH	Trk family, potassium transport protein, requires TrkE	No Data	4193673	4195124	1452	483	Q9L6L2	AAL22830.1	GO:0006812
STM3987	hemG		protoporphyrin oxidase	protoporphyrin oxidase	1.3.3.4	4195136	4195681	546	181	Q9L6L1	AAL22831.1	No Data
STM3997	dsbA		thiol:disulfide interchange protein dsba precursor. {salmonella	periplasmic protein disulfide isomerase I	No Data	4204199	4204822	624	207	P0A2H9	AAL22836.1	No Data
STM4004	hemN		oxygen-independent coproporphyrinogen III oxidase	O2-independent coproporphyrinogen III oxidase	1.-.-.	4211171	4212544	1374	457	P0A1E1	AAL22843.1	GO:0004109
STM4007	glnA		glutamine synthetase, type I	glutamine synthetase	6.3.1.2	4217008	4215599	1410	469	P0A1P6	AAL22846.1	GO:0004356
STM4016	no		similar to ORF f481; similar to ORF f481	putative outer membrane protein	No Data	4225762	4225010	753	250	Q9L7R3	AAL22855.1	No Data
STM4035	no		formate dehydrogenase, gamma subunit	formate dehydrogenase, cytochrome B556 (FDO) subunit	1.2.1.2	4243846	4243211	636	211	Q7CPC6	AAL22874.1	No Data
STM4036	fdoH	Glycolaldehyd-Dehydrogenase	formate dehydrogenase, beta subunit	formate dehydrogenase-O, Fe-S subunit	1.2.1.21	4244745	4243843	903	300	Q8ZKS9	AAL22875.1	No Data
STM4037	no		formate dehydrogenase, alpha subunit	formate dehydrogenase	1.2.1.2	4247172	4244758	2415	804	Q8ZKS8	AAL22876.1	No Data
STM4045	rhaD		sugar-phosphate aldolase, degenerate	rhamnulose-1-phosphate aldolase	4.1.2.19	4255909	4255082	828	275	Q8ZKS1	AAL22885.1	No Data
STM4046	rhaA		l-rhamnose isomerase	L-rhamnose isomerase	5.3.1.14	4257311	4256052	1260	419	P27031	AAL22886.1	No Data
STM4047	rhaB		rhamnulokinase	rhamnulokinase	2.7.1.5	4258777	4257308	1470	489	P27030	AAL22887.1	No Data
STM4050	rhaT		l-rhamnose-proton symport	DMT Superfamily, L-rhamnose:H+ symporter protein	No Data	4261915	4260899	1017	338	P27135	AAL22890.1	No Data
STM4055	sodA		superoxide dismutase (mn)	superoxide dismutase, manganese	1.15.1.1	4266539	4267159	621	206	P43019	AAL22895.1	No Data
STM4061	no		cation efflux family protein	putative CDF family transport protein	No Data	4271243	4272145	903	300	Q8ZKR4	AAL22901.1	No Data
STM4062	no		Phosphofructokinase	6-phosphofructokinase I	2.7.1.11	4272330	4273292	963	320	P65692	AAL22902.1	GO:0003872
STM4063	sbp		sulfate-binding protein	ABC superfamily (bind_prot), sulfate transport protein	No Data	4273661	4274485	825	274	P02906	AAL22903.1	No Data
STM4064	ushB		CDP-diacylglycerol pyrophosphatase	CDP-diacylglycerol phosphotidylhydrolase	3.6.1.26	4274451	4275341	891	296	P26219	AAL22904.1	GO:0008654
STM4066	cscK	aminoimidazole ribotide kinase	fructokinase	putative sugar kinase, ribokinase family	3.6.1.26	4276949	4277908	960	319	Q8ZKR2	AAL22906.1	GO:0006000
STM4080	no		ribulose-phosphate 3-epimerase, putative	putative ribulose-5-phosphate 3-epimerase	No Data	4289409	4290173	765	254	Q8ZKP8	AAL22920.1	No Data
STM4081	tpiA		triosephosphate isomerase	triosephosphate isomerase	5.3.1.1	4291032	4290265	768	255	Q8ZKP7	AAL22921.1	GO:0004807
STM4084	fpr-1		ferredoxin--NADP reductase	ferredoxin-NADP reductase	1.18.1.2	4293123	4292377	747	248	Q8ZKP5	AAL22924.1	No Data
STM4085	glpX		fructose-1,6-bisphosphatase, class II	unknown function in glycerol metabolism	No Data	4294230	4293220	1011	336	Q8ZKP4	AAL22925.1	GO:0004331
STM4086	glpK		glycerol kinase	glycerol kinase	2.7.1.30	4295850	4294342	1509	502	Q8ZKP3	AAL22926.1	GO:0004370
STM4087	glpF		MIP channel, glycerol diffusion	MIP channel, glycerol diffusion	No Data	4296557	4295871	687	228	Q8ZKP2	AAL22927.1	No Data
STM4090	menA		1,4-dihydroxy-2-naphthoate octaprenyltransferase	1,4-dihydroxy-2-naphthoate octaprenyltransferase	2.5.1.	4299083	4298154	930	309	Q8ZKP0	AAL22930.1	GO:0009234
STM4100	metB		cystathionine gamma-synthase	cystathionine gamma-synthase	4.2.99.9	4309572	4310873	1302	433	Q8ZKN5	AAL22940.1	GO:0004123
STM4101	metL		aspartokinase II/homoserine dehydrogenase, methionine-sensitive	aspartokinase II in bifunctional enxyme: aspartokinase II	2.7.2.4	4310876	4313308	2433	810	Q8ZKN4	AAL22941.1	GO:0004072
STM4105	metF		5,10-methylenetetrahydrofolate reductase	5,10-methylenetetrahydrofolate reductase	1.7.99.5	4318528	4319418	891	296	P11003	AAL22945.1	GO:0008702
STM4106	katG		catalase/peroxidase HPI	catalase hydroperoxidase HPI(I)	1.11.1.6	4319583	4321763	2181	726	P17750	AAL22946.1	GO:0006979
STM4108	gldA		glycerol dehydrogenase	glycerol dehydrogenase, NAD	1.1.1.6	4323806	4322703	1104	367	Q8ZKM9	AAL22948.1	No Data
STM4109	talC		transaldolase, putative	putative transaldolase	2.2.1.-	4324480	4323818	663	220	Q8ZKM8	AAL22949.1	GO:0000004
STM4114	pflD		pyruvate formate-lyase 2	putative pyruvate formate lyase II	2.3.1.54	4329042	4331111	2070	689	Q8ZKM4	AAL22953.1	No Data
STM4115	pflC		pyruvate formate-lyase 2 activating enzyme	putative pyruvate formate lyase activating enzyme 2	1.97.1.4	4331077	4331955	879	292	Q8ZKM3	AAL22954.1	GO:0006113
STM4119	ppc		phosphoenolpyruvate carboxylase	phosphoenolpyruvate carboxylase	4.1.1.31	4337904	4335253	2652	883	Q8ZKM0	AAL22958.1	GO:0006107
STM4120	argE		acetylornithine deacetylase	acetylornithine deacetylase	3.5.1.16	4339424	4338273	1152	383	Q8ZKL9	AAL22959.1	GO:0006526
STM4121	argC		N-acetyl-gamma-glutamyl-phosphate reductase	N-acetyl-gamma-glutamylphosphate reductase	1.2.1.38	4339513	4340517	1005	334	Q8ZKL8	AAL22960.1	GO:0003942
STM4122	argB		acetylglutamate kinase	acetylglutamate kinase	2.7.2.8	4340528	4341301	774	257	P63557	AAL22961.1	GO:0003991
STM4123	argH		argininosuccinate lyase	argininosuccinate lyase	4.3.2.1	4341419	4342795	1377	458	Q8ZKL6	AAL22962.1	GO:0004056
STM4126	no		dihydrolipoamide dehydrogenase, putative	soluble pyridine nucleotide transhydrogenase	1.6.1.1	4345314	4343980	1335	444	P66008	AAL22964.1	No Data
STM4130	btuB		vitamin B12 transport protein	outer membrane receptor for transport of vitamin	No Data	4348068	4349954	1887	628	P37409	AAL22968.1	No Data
STM4131	murI		glutamate racemase	glutamate racemase	5.1.1.3	4349899	4350750	852	283	P40723	AAL22969.1	GO:0008881
STM4137	murB		UDP-N-acetylenolpyruvoylglucosamine reductase	UDP-N-acetylenolpyruvoylglucosamine reductase	1.1.1.158	4356303	4357700	1398	465	P37417	AAL22970.1	GO:0008762
STM4139	coaA		pantothenate kinase	pantothenate kinase	2.7.1.33	4359650	4358694	957	318	Q9L9K3	AAL22972.1	GO:0004594
STM4159	thiH		thiH protein	deoxyxylulose-5-P + thi-S-COSH + tyrosine = 4-methyl-5-(beta-hydroxyethyl)thiazole-P	No Data	4378155	4377022	1134	377	Q9S498	AAL22987.1	GO:0003824
STM4160	thiG		thiG protein	deoxyxylulose-5-P + thi-S-COSH + tyrosine = 4-methyl-5-(beta-hydroxyethyl)thiazole-P	No Data	4379180	4378152	1029	342	Q9L9J1	AAL22988.1	No Data
STM4161	thiS		thiamine biosynthesis protein ThiS	putative involved in thiamine biosynthesis	No Data	4379124	4378924	201	66	Q9L9J0	AAL22989.1	GO:0003824
STM4162	thiF		thiF protein	catalyzes the adenylation of thisS as part	No Data	4379863	4379105	759	252	Q9L9I9	AAL22990.1	GO:0009228
STM4163	thiE		thiamine-phosphate pyrophosphorylase	thiamin phosphate synthase (thiamine phosphate pyrophosphorylase)	2.5.1.3	4380491	4379856	636	211	Q9L9I8	AAL22991.1	GO:0004789
STM4164	thiC		thiamin biosynthesis protein ThiC	5-phosphoryl-5-aminoimidazole = 4-amino-5-hydroxymethyl-2-methylpyrimidine-P	No Data	4382386	4380491	1896	631	Q9L9I7	AAL22992.1	GO:0003824
STM4166	no		MutT/nudix family protein	putative NTP pyrophosphohydrolases containing a Zn-finger, probably	No Data	4383562	4384104	543	180	Q9L9I5	AAL22994.1	No Data
STM4167	hemE		uroporphyrinogen decarboxylase	uroporphyrinogen decarboxylase	4.1.1.37	4384145	4385209	1065	354	Q9L9I4	AAL22995.1	GO:0004853
STM4175	purD		phosphoribosylamine--glycine ligase	phosphoribosylglycinamide synthetase (GAR synthetase)	6.3.4.13	4392450	4391161	1290	429	P26977	AAL23003.1	GO:0004637
STM4176	purH		phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	bifunctional: phosphoribosylaminoimidazolecarboxamide formyltransferase IMP cyclohydrolase	3.5.4.10	4394051	4392462	1590	529	P26978	AAL23004.1	GO:0004643
STM4182	metA		homoserine O-succinyltransferase	homoserine transsuccinylase	2.3.1.46	4400907	4401770	864	287	P37413	AAL23006.1	GO:0008899
STM4183	aceB		malate synthase A	malate synthase A	4.1.3.2	4402039	4403640	1602	533	Q8ZKL4	AAL23007.1	GO:0004474
STM4184	aceA		isocitrate lyase	isocitrate lyase	4.1.3.1	4403672	4404976	1305	434	P51066	AAL23008.1	GO:0004451
STM4188.S	metH		B12-dependent methionine synthase		2.1.1.13							
STM4220	lysCec		aspartate kinase, monofunctional class	aspartokinase III, lysine sensitive	2.7.2.4	4439817	4438468	1350	449	Q8ZKI5	AAL23044.1	GO:0004072
STM4221	pgi		Phosphoglucose isomerase	glucosephosphate isomerase	5.3.1.9	4440066	4441811	1746	581	Q8ZKI4	AAL23045.1	GO:0004347
STM4227	malG		maltose ABC transporter, permease protein	ABC superfamily (membrane), maltose transport protein	No Data	4447638	4446748	891	296	P26468	AAL23051.1	GO:0015423
STM4228	malF		malF	ABC superfamily (membrane), maltose transport protein	No Data	4449197	4447653	1545	514	P26467	AAL23052.1	No Data
STM4229	malE		malE	ABC superfamily (bind_prot) maltose transport protein, substrate	No Data	4450756	4449329	1428	475	P19576	AAL23053.1	No Data
STM4230	malK		malK	bifunctional: ABC superfamily (atp_bind), maltose transportprotein phenotypic	No Data	4450881	4451990	1110	369	P19566	AAL23054.1	No Data
STM4231	lamB		LamB maltoporin protein precursor	phage lambda receptor protein maltose high-affinity receptor	No Data	4452079	4453437	1359	452	P26466	AAL23055.1	No Data
STM4233	ubiC		chorismate--pyruvate lyase, putative	chorismate pyruvate lyase	4.-.-.-	4454699	4455196	498	165	Q8ZKI0	AAL23057.1	GO:0006744
STM4234	ubiA		4-hydroxybenzoate polyprenyl transferase	p-hydroxybenzoate: octaprenyltransferase	2.5.1.	4455210	4456082	873	290	Q7CPB4	AAL23058.1	No Data
STM4235	plsB		glycerolphosphate acyltransferase activity	glycerolphosphate acyltransferase activity	2.3.1.15	4458601	4456181	2421	806	Q8ZKH9	AAL23059.1	No Data
STM4236	dgkA		diacylglycerol kinase	diacylglycerol kinase	2.7.1.107	4458769	4459140	372	123	Q7CPB3	AAL23060.1	GO:0004143
STM4247	alr		alanine racemase	alanine racemase 1, biosynthetic	5.1.1.1	4468038	4469117	1080	359	P0A1A3	AAL23071.1	GO:0008784
STM4248	tyrB		tyrosine aminotransferase, tyrosine repressible	tyrosine aminotransferase, tyrosine repressible	2.6.1.57	4469141	4470496	1356	451	P74861	AAL23072.1	No Data
STM4249	aphA		class B acid phosphatase AphA	non-specific acid phosphatase/phosphotransferase, class B	3.1.3.2	4470683	4471396	714	237	P58683	AAL23073.1	No Data
STM4273	actP		sodium:solute symporter protein	putative SSS family transport protein	No Data	4513046	4511508	1539	512	Q8ZKF8	AAL23097.1	No Data
STM4275	acs		acetyl-CoA synthase	acetyl-CoA synthetase	6.2.1.1	4515672	4513714	1959	652	Q8ZKF6	AAL23099.1	GO:0003987
STM4277	nrfA		cytochrome c nitrite reductase, catalytic subunit NrfA	nitrite reductase periplasmic cytochrome c(552)	No Data	4516104	4517540	1437	478	Q8ZKF5	AAL23101.1	No Data
STM4278.S	nrfB		cytochrome c nitrite reductase pentaheme subunit									
STM4279	nrfC		molybdopterin oxidoreductase, iron-sulfur binding subunit	putative nitrite reductase formate-dependent, Fe-S centers	No Data	4518215	4518886	672	223	Q8ZKF3	AAL23103.1	No Data
STM4280	nrfABCD		molybdopterin oxidoreductase, membrane subunit, putative	putative nitrate reductase, formate dependent	No Data	4518883	4519839	957	318	Q8ZKF2	AAL23104.1	No Data
STM4283	gltP		proton/sodium-glutamate symport protein	DAACS family, glutamate:aspartate symport protein	No Data	4523079	4524326	1248	415	Q8ZKE9	AAL23107.1	No Data
STM4285	no		formate dehydrogenase, alpha subunit	formate dehydrogenase	1.2.1.2	4527029	4525350	1680	559	Q8ZKE7	AAL23109.1	No Data
STM4290	proP		osmoprotectant proline transporter	MFS family, low-affinity proline transporter (proline permease	No Data	4530970	4532472	1503	500	P40862	AAL23114.1	No Data
STM4294	no		cadaverine/lysine antiporter CadB, putative	putative APC family, putrescine/ornithine transport protein, cryptic	No Data	4537498	4536161	1338	445	P60066	AAL23118.1	GO:0015497
STM4296	cadA		lysine decarboxylase, inducible	arginine decarboxylase, catabolic inducible by acid	4.1.1.19	4540964	4538697	2268	755	Q8ZKE3	AAL23120.1	GO:0006520
STM4298	melA		glycosyl hydrolase, family 4, putative	alpha-galactosidase	3.2.1.22	4542512	4543753	1242	413	P30877	AAL23122.1	GO:0008706
STM4299	melB		melibiose carrier protein	GPH family, melibiose permease II	No Data	4543837	4545267	1431	476	P30878	AAL23123.1	No Data
STM4300	fumB		fumarate hydratase class I, anaerobic	fumarase B (fumarate hydratase class I), anaerobic	4.2.1.2	4546972	4545365	1608	535	Q8ZKE2	AAL23124.1	GO:0004333
STM4301	dcuB		C4-dicarboxylate transporter, anaerobic	Dcu family, anaerobic C4-dicarboxylate transporter	No Data	4548447	4547107	1341	446	Q8ZKE1	AAL23125.1	GO:0015556
STM4305.S			anaerobic dimethyl sulfoxide reductase subunit A									
STM4306	dmsB	putative anaerobic dimethyl sulfoxide reductase, subunit B	molybdopterin oxidoreductase, iron-sulfur binding subunit	putative anaerobic dimethyl sulfoxide reductase, subunit B	1.8.99.-	4554323	4554949	627	208	Q8ZKD6	AAL23130.1	No Data
STM4307	dmsC	putative anaerobic dimethyl sulfoxide reductase, subunit C	anaerobic dimethyl sulfoxide reductase subunit C	putative anaerobic dimethyl sulfoxide reductase, subunit C	No Data	4554942	4555715	774	257	Q8ZKD5	AAL23131.1	No Data
STM4323	no		thio:disulfide interchange protein, putative	thiol:disulfide interchange protein, cytochrome c-type biogenesis	No Data	4569085	4567382	1704	567	Q8ZKC3	AAL23146.1	No Data
STM4325	dcuA		C4-dicarboxylate transporter, anaerobic	Dcu family, anaerobic dicarboxylate transport protein	No Data	4570830	4569529	1302	433	Q8ZKC2	AAL23148.1	GO:0015556
STM4326	aspA		aspartate ammonia-lyase	aspartate ammonia-lyase (aspartase)	4.3.1.1	4572381	4570945	1437	478	Q7CPA1	AAL23149.1	GO:0006520
STM4340	frdD		fumarate reductase, 13 kDa hydrophobic protein	fumarate reductase, anaerobic, membrane anchor polypeptide	1.3.-.-	4582838	4582479	360	119	P67645	AAL23163.1	GO:0000104
STM4341	frdC		fumarate reductase, 15 kDa hydrophobic protein	fumarate reductase, anaerobic, membrane anchor polypeptide	1.3.-.-	4583244	4582849	396	131	P67638	AAL23164.1	GO:0000104
STM4342	frdB		fumarate reductase, iron-sulfur protein	fumarate reductase, anaerobic, Fe-S protein subunit	1.3.-.-	4583989	4583255	735	244	Q8ZKB4	AAL23165.1	GO:0000104
STM4343	frdA		fumarate reductase, flavoprotein subunit	fumarate reductase, anaerobic, flavoprotein subunit	1.3.-.-	4585856	4583982	1875	624	Q7CP97	AAL23166.1	GO:0000104
